,status,message,corp_code,corp_name,corp_name_eng,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
973,000,정상,00114686,(주)동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",동구바이오제약,006620,조용준,K,1101110352156,1138103336,"서울특별시 송파구 법원로 114, B동 14층",www.dongkoo.com,,02-2684-5421,02-2681-1880,21210,19830701,12
974,000,정상,00118965,(주)티에이치엔,THN CORPORATION,티에이치엔,019180,"이광연, 채승훈",Y,1701110022781,5038119351,대구광역시 달서구 성서로71길 43,www.th-net.co.kr,,053-583-3001,053) 587-9388,289,19860723,12
975,000,정상,01406618,(주)비올,"VIOL Co., Ltd.",비올,335890,이상진,K,1101117221677,1268682517,"경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호",www.viol.co.kr,,031-8017-7893,02-6915-5804,271,20190902,12
976,000,정상,00125488,삼륭물산(주),Samryoong,삼륭물산,014970,조홍로,K,1156110001401,1288103148,경기도 파주시 월롱면 통일로644번길 35,www.srpack.com,,02-499-0091,032-321-1851,17223,19800825,12
977,000,정상,00687711,한국철강(주),KISCO Corp.,한국철강,104700,"문종인, 이수하 (각자대표)",Y,1942110094318,6098184470,경상남도 창원시 성산구  공단로103번길 12 한국철강(주),www.kisco.co.kr,,055-260-0500,02-705-4525,2411,20080903,12
978,000,정상,00260879,카페24(주),Cafe24 Corp.,카페24,042000,이재석,K,1101111698145,1188120586,서울특별시 동작구 보라매로5길 15,www.cafe24.com,,02-3284-0300,02-3284-3188,63112,19990517,12
979,000,정상,00138747,(주)아세아텍,"ASIA TECHNOLOGY Co., Ltd.",아세아텍,050860,김신길,K,1741110000098,5148100212,대구 달성군 유가면 금리 168,www.asiakor.com,,053-580-7777,053.580.7700,29210,19780909,06
980,000,정상,00861100,아이케이세미콘(주),"IK Semicon Co., Ltd.",아이케이세미콘,149010,윤경덕,N,1101112016635,1138162903,"서울특별시 마포구 성암로 179 8층 (상암동,한샘상암)",www.iksemi.com,,02-3153-7090,02-3152-7090,2611,20000704,12
981,000,정상,00112907,코원에너지서비스(주),"Ko-one energy service co.,ltd.",코원에너지서비스,026870,대표이사 사극진,E,1101110235617,1208114525,서울특별시 강남구 남부순환로 3165 코원에너지서비스(주),www.ko-one.co.kr,,02-3410-8000,3410-8080,35200,19780707,12
982,000,정상,00304915,코리아에셋투자증권(주),"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",코리아에셋투자증권,190650,"기동호, 김은섭",K,1101111844970,1208197564,서울특별시 영등포구 여의나루로 57,www.kasset.co.kr,www.kasset.co.kr,02-550-6200,550-6203,66121,20000106,03
983,000,정상,01652970,하나금융23호기업인수목적 주식회사,Hana Financial Twenty-three SPAC,하나금융23호스팩,427950,박기일,K,1101118261911,6608102420,서울특별시 영등포구 의사당대로 82,,,02-3771-3754,,661,20220411,12
984,000,정상,00362159,(주)웰크론,Welcron Company Limited,웰크론,065950,이영규,K,1101110860216,1208163730,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,www.welcron.com,www.welcron.com,(02)2107-6600,070-7469-6750,13219,19920527,12
985,000,정상,01235296,(주)셀리드,"Cellid Co., Ltd.",셀리드,299660,강창율,K,1101113572636,1198194247,서울시 관악구 관악로 1 서울대학교 142동 5층,www.cellid.co.kr,,02-3285-7860,02-3285-7866,701,20061201,12
986,000,정상,01066058,(주)파마리서치바이오,"PHARMARESEARCH BIO Co., Ltd.",파마리서치바이오,217950,"백승걸, 원치엽 (각자대표)",N,1311110242344,1298638951,강원도 강릉시 사임당로 641-3 -,www.pr-bio.co.kr,,031-8039-1401,031-622-4059,212,20091028,12
987,000,정상,01303029,주식회사 알비더블유,RBW Inc.,알비더블유,361570,"김진우, 김도훈",K,1101114297944,2118840371,"서울특별시 광진구 자양로 129 12층(자양동, 알비더블유타워)",www.rbbridge.com,,02-517-5748,02-517-5749,59201,20100305,12
988,000,정상,01293388,주식회사 무진메디,"Moogene Medi Co., Ltd.",무진메디,322970,윤태종,N,1101116098324,5418700496,"경기도 하남시 미사강변중앙로7번안길 25씨동 10층(풍산동,유-테크밸리씨타워)",www.moogene.com/,,031-8027-6150,031-8027-6159,70113,20160622,12
989,000,정상,00867478,농업회사법인아시아종묘(주),"ASIA SEED Co.,Ltd.",아시아종묘,154030,류경오,K,1101113036096,2158658597,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 08호,www.asiaseed.co.kr,,02-449-9161,02-406-9162,011,20040624,09
990,000,정상,00157991,한국석유공업(주),KOREA PETROLEUM INDUSTRIES COMPANY,한국석유공업,004090,"강승모,김득보(각자 대표이사)",Y,1101110048490,1068103639,서울특별시 용산구  이촌로 166,www.koreapetroleum.com,,02-799-3114,02-793-7833,23999,19641211,12
991,000,정상,01311286,주식회사 퀀타매트릭스,QuantaMatrix Incorporated,퀀타매트릭스,317690,권성훈,K,1101114481274,1198635864,"서울특별시 금천구 가산디지털1로 131 B동 16층(가산동, 비와이씨하이시티)",www.quantamatrix.com,,02-6956-3458,02-763-8650,27199,20101129,12
992,000,정상,00110875,대신정보통신(주),DaishinInformation,대신정보통신,020180,"이재원, 최현택 (각자 대표이사)",K,1101110542484,4088118945,"광주광역시 서구 상무중앙로 110(치평동, 우체국보험광주회관)",www.dsic.co.kr,,02-2107-5009,02  -2107-5015,62021,19870828,03
993,000,정상,01311310,주식회사 지아이텍,"G.I.Tech Co.,Ltd.",지아이텍,382480,이인영,K,1648110065785,3128639116,충청남도 아산시 둔포면 아산밸리로387번길 42,gitec.kr,,041-543-1316,041-543-2316,29294,20120502,12
994,000,정상,01037542,바이옵트로(주),Bioptro Inc.,바이옵트로,222160,김완수,K,1311110051034,1298135890,경기도 용인시 기흥구 탑실로58번길 14,www.bioptro.co.kr/,,031-8005-5155,031-8005-5158,292,20000706,03
995,000,정상,01475609,주식회사 디앤디플랫폼위탁관리부동산투자회사,"D&D Platform REIT Co., Ltd.",디앤디플랫폼리츠,377190,이양원,Y,1101117420211,8398101589,"서울특별시 강남구 가로수길 77, 5층",dndplatformreit.com/,,02-6201-9500,,681,20200310,03
996,000,정상,00606886,(주)엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,엔지켐생명과학,183490,손기영,K,1601110084890,3148127038,충청북도 제천시 바이오밸리로 59,www.enzychem.co.kr,www.enzychem.co.kr,043-652-2845,042-864-2844,211,19990720,12
997,000,정상,01394377,주식회사 이지스밸류플러스위탁관리부동산투자회사,"IGIS Value Plus REIT Co., Ltd.",이지스밸류플러스리츠,334890,도병운,Y,1101117173224,5368801452,"서울특별시 영등포구 여의공원로 115, 14층",www.igisvaluereit.com,www.igisvaluereit.com,02-6959-3100,,681,20190716,08
998,000,정상,00118008,동원금속(주),"DONGWON METAL CO.,LTD",동원금속,018500,"이은우, 박승룡",Y,1701110021816,5038106778,경상북도 경산시  진량읍 북리1길  69,www.dwmic.com,http://www.dwmic.com,053-859-2311,0538532319,303,19851214,03
999,000,정상,00561732,(주)아스플로,"ASFLOW CO.,LTD.",아스플로,159010,강두홍,K,1350110119749,1348176326,경기도 화성시 정남면 정남산단로 38,www.asflow.com,,031-352-2301,031-352-2309,29133,20011128,12
1000,000,정상,00983934,(주)아이스크림에듀,"i-Scream Edu Co., Ltd.",아이스크림에듀,289010,이윤석,K,1101115125649,1208797004,서울특별시 강남구 테헤란로88길 15 (대치동),www.i-screamedu.co.kr,,02-1544-0910,02-3448-5262,58190,20130421,12
1001,000,정상,01353848,(주)이노벡스,INNOVEX Company Limited ,이노벡스,279060,채균,N,1358110239187,1358637812,"경기도 수원시 영통구 청명남로 3 (영통동, 케이티빌딩 3층)",www.innovex.co.kr,,070-7707-0932,031-205-0806,2621,20131113,12
1002,000,정상,00132354,쿠쿠홀딩스(주),"Cuckoo Holdings Co.,Ltd",쿠쿠홀딩스,192400,구본학,Y,1845110000634,6218102895,경상남도 양산시 유산공단2길 14(교동),www.cuckoo.co.kr,,055-380-0734,0553890709,649,19781115,12
1003,000,정상,00218052,국제엘렉트릭코리아(주),"Kook Je Electric Korea Co., Ltd",국제엘렉트릭코리아,053740,나가이마사나리,E,1615110012389,3128114634,"충청남도 천안시 서북구 2공단8길 46 (차암동, 국제엘렉트릭코리아(주))",www.kekorea.co.kr,,041-559-1722,041-621-3279,29271,19930524,03
1004,000,정상,00595243,(주)엔스퍼트,Enspert. Inc.,엔스퍼트,098400,이창석,E,1101112329765,2118700810,"서울특별시 강남구 봉은사로68길 19 (삼성동, 빌딩209)","www.enspert,com",,02-2152-9300,02-2152-9399,2611,20010911,12
1005,000,정상,00133238,성지건설(주),"SUNGJEE CONSTRUCTION CO.,LTD",성지건설,005980,전병우,E,1101110098940,1058113677,경기도 용인시 수지구 수지로296번길 51-9,www.sungjee.com,,031-272-0972,02-3270-7070,41221,19690201,12
1006,000,정상,00143907,(주)원일특강,WonilSpecialSteel,원일특강,012620,"신용문,최극태(각자 대표이사)",K,1101110220288,1198101622,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",www.wonilsteel.co.kr,www.wonilsteel.co.kr,031-434-1221,031-434-8500,24123,19771014,12
1007,000,정상,00132202,선진뷰티사이언스(주),"SUNJIN BEAUTY SCIENCE CO., LTD.",선진뷰티사이언스,086710,이성호,K,1350110029576,1348101179,서울특별시 금천구 가산디지털2로 43-14 가산한화비즈메트로 2차 8층,sunjinbs.co.kr,,031-494-6322,031-494-6321,20499,19880601,12
1008,000,정상,00657987,(주)케이엑스이노베이션,"KX Innovation Co., Ltd.",KX,122450,"한찬수, 이강봉(각자 대표이사)",K,1101112093237,1018163762,서울특별시 강동구 고덕비즈밸리로6길 90 9층,www.kxgroup.co.kr,http://www.kxgroup.co.kr/,02-2647-1255,02-2647-1203,60221,20001019,12
1009,000,정상,00417167,풍원정밀(주),"POONGWON PRECISION Co.,Ltd.",풍원정밀,371950,유명훈,K,1350110049673,1348130029,경기도 안산시 단원구 산단로35번길 24,poongwon.com,,031-493-2107,031-363-3965,262,19960116,12
1010,000,정상,01436558,주식회사 신한서부티엔디위탁관리부동산투자회사,"Shinhan Seobu T&D REIT Co., Ltd.",신한서부티엔디리츠,404990,승만호,Y,1101117343356,1448801520,"서울특별시 종로구 종로 33 (청진동, 그랑서울) 1동 18층",shsbreit.com,,02-2158-7400,02-2158-7449,68112,20200102,12
1011,000,정상,00178754,(주)동아지질,Dong-Ah Geological Engineering Company LTD.,동아지질,028100,"박만규, 최정욱",Y,1801110019843,6218112675,부산광역시 금정구  금샘로 347 동아지질,www.dage.co.kr,,051-580-5550,051-580-5521,421,19731130,12
1012,000,정상,00631837,(주)안트로젠,"ANTEROGEN CO., LTD.",안트로젠,065660,"이성구, 김미형(각자대표)",K,1101111909906,1088121711,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자)",www.anterogen.com,,02-2104-0391,02-2104-0393,467,20000316,12
1013,000,정상,00914040,(주)씨엠에스에듀,"CMS Edu Co., Ltd.",씨엠에스에듀,225330,이충국,E,1101112828353,2118737049,서울특별시 강남구 테헤란로 521 파르나스타워 21층,www.cmsedu.co.kr,www.cmsedu.co.kr,02-552-8500,02-552-8501,85501,20030724,12
1014,000,정상,00441243,(주)형지엘리트,HYUNGJI ELITE INC.,형지엘리트,093240,최병오,Y,1101112507551,1058639463,"인천광역시 연수구 하모니로177번길 49 업무동 10층(송도동, 형지글로벌 패션복합센터)",www.hyungji-elite.com,,032-454-8404,02-3279-8080,14112,20020425,06
1015,000,정상,00159254,(주)한국전자홀딩스,"KEC HOLDINGS CO.,LTD",한국전자홀딩스,006200,박 명 덕,Y,1101110101470,2298101123,서울특별시 서초구  마방로10길 5,www.kecholdings.co.kr,,02-3497-5535,02)589-5529,64992,19690909,12
1016,000,정상,01395279,하나금융14호기업인수목적 주식회사,Hana Financial Fourteen Special Purpose Acquisition Company,하나금융14호기업인수목적,332710,홍지헌,E,1101117185378,7958701258,서울특별시 영등포구 의사당대로 82 &nbsp,,,02-3771-3254,,66199,20190726,12
1017,000,정상,01414361,에스케이제5호기업인수목적 주식회사,SK NO.5 SPECIAL PURPOSE ACQUISITION,에스케이제5호기업인수목적,337450,우종민,E,1101117236783,7168801437,"서울특별시 영등포구 국제금융로8길 31, 4층",,,02-3773-8227,,66199,20190919,12
1018,000,정상,01414936,에스케이제6호기업인수목적 주식회사,SK NO.6 SPECIAL PURPOSE ACQUISITION COMPANY,에스케이제6호기업인수목적,340350,송문규,E,1101117262936,2978101897,"서울특별시 영등포구 국제금융로8길 31, 4층",,,02-3773-9131,,66199,20191017,12
1019,000,정상,01360875,주식회사 탑머티리얼,"TOP MATERIAL Co., Ltd",탑머티리얼,360070,노환진,K,1311110304011,1298672468,경기도 이천시 호법면 덕평로 554-30,www.topmaterial.co.kr,,0316329876,031-632-9864,28202,20120215,12
1020,000,정상,01267967,(주)마이크로디지탈,"Micro Digital Co., Ltd.",마이크로디지탈,305090,김경남,K,1348110073536,1248199109,경기도 성남시 분당구 판교로228번길 15 제윈스동 701호,www.md-best.com,,031-701-2225,031-702-2225,271,20020802,12
1021,000,정상,01276594,(주)신한알파위탁관리부동산투자회사,"Shinhan Alpha REIT Co,. Ltd.",신한알파리츠,293940,이준구,Y,1101116601135,2938100902,"서울특별시 종로구 종로 33 그랑서울, 18층",www.shalphareit.com,www.shalphareit.com,02-2158-7400,02-2158-7449,6811,20171218,03
1022,000,정상,00367385,효성오앤비(주),"HyosungONBCo.,Ltd",효성오앤비,097870,"박태헌,김방식,박문현",K,1648110001094,3128103710,충남 아산시 신동 279-10,www.hsonb.com,,041-545-8116,042-624-7613,2031,19840823,06
1023,000,정상,01027794,(주)브이원텍,"V-ONE TECH CO., LTD.",브이원텍,251630,김선중,K,1311110164978,1298198032,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1)",www.v-one.co.kr,,031-607-5540,031-607-5542,29272,20060530,12
1024,000,정상,00632793,전진바이오팜(주),"JEONJINBIO CO., LTD.",전진바이오팜,110020,이태훈,K,1701110273433,5058139862,대구광역시 달서구 성서공단북로 295 -,www.jjbio.co.kr,,053-593-7191,053-593-7193,2049,20040916,12
1025,000,정상,01366824,(주)제이엠멀티,JM-MULTI,제이엠멀티,254160,박훈웅,N,1101113865643,2158713035,충청남도 공주시 흑수골길 39 (신관동) 3층,www.jmmulti.com,,02-2043-0753,02-2043-0754,16101,20080324,12
1026,000,정상,00168401,(주)금비,"KUMBI CO.,LTD",금비,008870,고기영,Y,1201110002022,1268109409,경기도 이천시 부발읍 중부대로1707번길 13,www.e-kumbi.co.kr,,031-632-5280,02-421-7520,23192,19730605,09
1027,000,정상,00142591,(주)셰프라인,CHEFLINE CORP,셰프라인,012250,손재봉,E,1345110001608,1358103049,충청남도 예산군 대술면 시산리 111-1,www.chefline.co.kr,,02-3473-2750,02-2634-2693,25992,19770603,12
1028,000,정상,01407909,원텍(주),"WON TECH CO.,Ltd.",원텍,336570,"김종원, 김정현",K,1101117232799,4968801552,대전광역시 유성구 테크노8로 64 (용산동),없음,,02-769-3635,,271,20190916,12
1029,000,정상,01390876,상상인이안제2호기업인수목적 주식회사,Sangsangin Ian No.2 Special Purpose Acquisition Company,상상인이안제2호기업인수목적,329560,김기동,E,1101117138955,3218601249,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",,,02-3779-3386,02-3779-3992,66199,20190614,12
1030,000,정상,00648721,SNT에너지(주),"SNTEnergy Co.,Ltd.",SNT에너지,100840,김형섭,Y,1942110090598,6098181774,경상남도 창원시 성산구  완암로 12,www.hisnt.com,,055-212-6500,02-212-6525,29176,20080205,12
1031,000,정상,00145914,(주)인터엠,IntermCorporation,인터엠,017250,조남용,K,1101110357403,1278158989,경기도 양주시 화합로1402번길 73 (덕정동),www.inter-m.co.kr,,031 -860 -7121,02-2289-8180,265,19831005,09
1032,000,정상,00329093,(주)코데즈컴바인,"Codes Combine Co.,Ltd.",코데즈컴바인,047770,김호덕,K,1101111187031,1148166713,"서울특별시 동대문구 한천로46길 42 (장안동, 마루하우스2층)",www.codes-combine.co.kr,www.codes-combine.co.kr,02-2239-1414,02-546-5830,141,19950816,12
1033,000,정상,01264872,이노뎁(주),INNODEP INC.,이노뎁,303530,이성진,K,1101113820738,1138618789,"서울특별시 금천구 디지털로9길 47 한신IT타워 2차 9층, 11층",innodep.co.kr,,02-2109-6866,02-6336-3368,582,20080110,12
1034,000,정상,00266943,넥슨지티(주),"Nexon GT Co., Ltd.",넥슨지티,041140,신지환,E,1101110984587,1268115901,"경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)",www.nexon-gt.com,,031-779-2500,02-2091-7784,5821,19931108,12
1035,000,정상,00493431,자안바이오 주식회사,"JAANHBIO, INC.",자안바이오,221610,이기승,E,1244110043349,1378130353,경기도 안산시 단원구 강촌로 203,jaanhbio.com,,031-364-7400,031-495-8130,20411,20000710,12
1036,000,정상,00800084,씨케이에이치푸드앤헬스리미티드,CKH Food & Health Limited,씨케이에이치,900120,린진성,K,,223523,"P.O. Box 902, Grand Cayman, KY1-1103, Cayman Islands Third Floor, Century Yard, Cricket Square",-,,86-1395-0486-047,02-555-5956,64992,20090224,06
1037,000,정상,01208849,(주)나인테크,"Naintech. CO.,LTD.",나인테크,267320,박근노,K,1101116353116,2278700493,경기도 평택시 진위면 마산6로 6 -,www.naintec.co.kr,,031-476-0305,02-3771-9643,292,20170322,12
1038,000,정상,01338724,주식회사 에스앤케이,SNK CORPORATION,에스앤케이,950180,마츠바라 켄지,E,,45492,"1-16-17, Esakacho, Suitasi, Osaka, Japan",www.snk-corp.co.jp,,+81-06-6339-6362,81-66378-6360,5821,20010801,07
1039,000,정상,01257872,에스퓨얼셀(주),"S-Fuelcell Co., Ltd.",에스퓨얼셀,288620,"홍성민, 김민석 각자대표이사",K,1311110367986,1298686341,"경기도 성남시 분당구 판교역로241번길 20 3층(삼평동, 미래에셋벤처타워)",www.s-fuelcell.com/,,070-4613-4900,070-4613-4999,281,20140228,12
1040,000,정상,01135640,이삭엔지니어링(주),"ISAAC Engineering Co., Ltd.",이삭엔지니어링,351330,"김창수, 김범수",K,1101113569865,1138610021,경기도 군포시 군포첨단산업1로 15,isaac-eng.com,,031-361-0800,031-361-0800,62021,20061128,12
1041,000,정상,00150633,(주)지누스,ZINUS INC.,지누스,013890,심재형,Y,1347110002553,1248128792,"경기도 성남시 분당구 야탑로81번길 10,8층(야탑동, 아미고타워)",www.zinus.co.kr,www.zinus.co.kr,031-622-1700,0316221701,320,19790308,12
1042,000,정상,00136341,신성통상(주),"SHINSUNG TONGSANG CO.,LTD",신성통상,005390,대표이사 염태순,Y,1101110003345,1048101106,서울특별시 강동구 풍성로63길 84(둔촌동),www.ssts.co.kr,,02-3709-9000,02-6488-0151,467,19680111,06
1043,000,정상,01182240,(주)배럴,"BARREL Co., Ltd.",배럴,267790,박영준,K,1101114256924,1058739951,"서울특별시 용산구 원효로 138 201호, 302호 (원효로3가,청진빌딩)",www.getbarrel.com,,02-335-3176,02-517-3176,1419,20100107,12
1044,000,정상,00530185,(주)이엔에프테크놀로지,"ENF Technology Co., Ltd",이엔에프테크놀로지,102710,"지용석,김정수,박기수(각자대표)",K,1101111957195,2118697360,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩,www.enftech.com/,,031-881-8200,031-282-6855,2049,20000501,12
1045,000,정상,00360142,(주)아이마켓코리아,iMarketKorea Inc.,아이마켓코리아,122900,남인봉,Y,1101112125262,1048158502,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,www.imarketkorea.com,,02-3708-5678,02-3708-5797,46800,20001208,12
1046,000,정상,01187458,(주)에스알바이오텍,SR biotek Inc.,에스알바이오텍,270210,이소형,N,1311110188085,1298609534,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호,srbiotek.com/,,031-726-3134,031-733-2145,20423,20070514,12
1047,000,정상,01046708,바디텍메드(주),Boditech Med Inc.,바디텍메드,206640,최의열,K,1101115527168,1078830220,강원도 춘천시 동내면 거두단지1길 43 -,www.boditech.co.kr,,033-243-1400,02-2004-4010,213,20140930,12
1048,000,정상,00298687,(주)스포츠서울,"The Sports Seoul Co., Ltd.",스포츠서울,039670,"이장혁, 이존백 (각자 대표이사)",E,1101111840928,1048148945,"서울특별시 중구 삼일대로6길 5 11층(충무로2가, 조양빌딩신관)",www.sportsseoul.com,,(02)2001-0072,02-2001-0089,58121,19991230,03
1049,000,정상,00256955,(주)테이팩스,TAPEX INC,테이팩스,055490,김상구,Y,1201110095499,1398115931,"경기도 수원시 영통구 대학4로 17 제8층 812호, 813호(이의동, 에이스광교타워 1차)",tapex.co.kr,,031-8047-4100,031-8047-4292,2229,19940801,12
1050,000,정상,00101549,경동제약(주),KyungdongPharm,경동제약,011040,"류기성, 김경훈(각자 대표)",K,1201110003765,1248135518,경기도 화성시  양감면 제약단지로 224-3,www.kdpharma.co.kr,,02  -576 -6121,02-577-5195,21210,19760212,12
1051,000,정상,00688358,하이즈항공(주),"HIZEAERO Co.,Ltd.",하이즈항공,221840,하상헌,K,1101112376401,2158617709,경상남도 사천시 사남면 공단5로 24,www.hizeaero.com,,055-850-8800,055-756-7802,313,20011116,12
1052,000,정상,01119387,이에스산업(주),"ES INDUSTRY CO.,LTD",이에스산업,241510,김영훈,E,1648110062541,3128632622,충청남도 천안시 서북구 성거읍 모전1길 354-43   이에스산업(주),www.es-is.co.kr,http;//www.es-is.co.kr,041-424-8200,0414151002,29194,20111101,12
1053,000,정상,01140837,주식회사 이지트로닉스,"EGTRONICS Co., Ltd.",이지트로닉스,377330,강찬호,K,1345110132792,1428117139,경기도 화성시 금곡로163번길 63-100,www.egtronics.co.kr,,02-881-9800,031-881-9801,2811,20081124,12
1054,000,정상,00247975,솔브레인홀딩스(주),"Soulbrain Holdings Co., Ltd.",솔브레인홀딩스,036830,정현석,K,1101110610083,2148103416,"경기도 성남시 분당 판교로 255번길 34, 5층(삼평동, 솔브레인)",http://www.soulbrainholdings.co.kr,,031 -719 -0700,0317192851,715,19860506,12
1055,000,정상,00139454,애경산업(주),"Aekyung Industrial Co., Ltd.",애경산업,018250,"채동석, 임재영",Y,1101110398275,1138111573,서울특별시 마포구 양화로 188 -,www.aekyung.co.kr,,02-768-2000,02-818-8000,20422,19850425,12
1056,000,정상,00599151,에스브이인베스트먼트 주식회사,SV INVESTMENT CORPORATION,SV인베스트먼트,289080,"박성호, 홍원호",K,1101113433440,1078677065,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)",www.svinvest.com,,02-3775-1020,02-3775-1021,649,20060405,03
1057,000,정상,00468374,(주)원익큐엔씨,WONIK QnC CORPORATION,원익QnC,074600,백홍주,K,1760110035615,5138131648,경북 구미시 구포동 637,www.wonikqnc.com,,054-479-9500,054-479-9599,2312,20031112,12
1058,000,정상,01532603,주식회사 화승알앤에이,"HWASEUNG R&A CO., LTD.",화승알앤에이,378850,김형진,Y,2341110120538,3058640935,경상남도 양산시 충렬로 61,www.hsrna.com,,055-370-3331,055-387-8027,30399,20210303,12
1059,000,정상,00577016,(주)수산아이앤티,"SOOSAN INT Co., LTD.",수산아이앤티,050960,이홍구,K,1101111518830,2078151341,"서울특별시 강남구 밤고개로5길 13 (수서동, 수산빌딩)",www.soosanint.co.kr,,02)541-0073,025410204,582,19980303,12
1060,000,정상,01399071,주식회사 고바이오랩,"KoBioLabs, Inc.",고바이오랩,348150,고광표,K,1101115487437,1198692996,"서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)",kobiolabs.com,,02-888-9964,02-888-9940,70113,20140811,12
1061,000,정상,01613281,하나금융22호기업인수목적 주식회사,Hana Financial Twenty-two SPAC,하나금융22호스팩,418170,전재천,K,1101118164959,2688701945,서울특별시 영등포구 의사당대로 82,,,02-3771-3058,02-3771-3619,661,20220113,12
1062,000,정상,00398701,(주)엘앤에프,"L&F CO., LTD",엘앤에프,066970,최수안,K,1760110022654,5138119101,대구광역시 달서구 이곡동로 11 주식회사 엘앤에프,www.landf.co.kr,,053-592-7300,053-592-7301,28202,20000727,12
1063,000,정상,00534598,주식회사 한컴라이프케어,Hancom Lifecare Inc.,한컴라이프케어,372910,오병진,Y,1345110021549,1358121955,경기도 용인시 처인구 양지면 중부대로1960번길 53,www.hancomlifecare.com,hancomlifecare.irpage.co.kr/#/main,031-5183-9021,031-321-4088,27199,19711221,12
1064,000,정상,00544577,에이피티씨(주),Adaptive Plasma Technology Corp.,에이피티씨,089970,"최우형, 강영수 (각자 대표이사)",K,1348110068248,1248193411,경기도 이천시 마장면 서이천로 58-47,www.iaptc.com/,,031-645-1000,031-645-1100,29271,20020222,12
1065,000,정상,01409022,에이디엠코리아(주),ADM Korea Inc.,에이디엠코리아,187660,임종언,K,1101112887193,1018198897,"서울특별시 종로구 새문안로5길 19, 7층 711호(당주동, 로얄빌딩)",www.admkorea.co.kr,,02-730-1457,02-722-0155,70113,20031031,12
1066,000,정상,00862880,(주)새빗켐,"Sebitchem Co., LTD",새빗켐,107600,박민규,K,1713110007259,5108110800,경상북도 김천시 공단로 98,www.sebitchem.com,,054-431-3586,054-432-4238,2049,20010620,12
1067,000,정상,01344202,주식회사 뷰노,"VUNO, Inc.",뷰노,338220,이예하,K,1348110319279,1358650644,서울특별시 서초구 강남대로 479 9층,www.vuno.co,,02-515-6646,02-515-6647,582,20141210,12
1068,000,정상,00102353,경창산업(주),KyungchangIndustrial,경창산업,024910,"손일호, 강기봉",K,1701110007733,5038104241,대구광역시 달서구 성서로35길 6 월암동,www.kc.co.kr,,053 -560 -0141,0537182401,30331,19770622,12
1069,000,정상,00107224,(주)남선알미늄,"NAMSUN ALUMINIUM CO.,LTD",남선알미늄,008350,"박귀봉, 정순원(각자대표)",Y,1701110005042,5028100107,대구광역시 달성군  논공읍 논공중앙로 288,www.namsun.co.kr,,053-610-5110,0536105169,24222,19730104,12
1070,000,정상,00226228,(주)한프,HANP INC,한프,066110,위용현,E,1101111011561,3018120927,충청북도 진천군 덕산읍 이덕로 681,www.baiksanopc.co.kr,,043-536-7561,043-536-7577,26329,19940216,12
1071,000,정상,01510489,프레스티지바이오파마,Prestige BioPharma Limited,프레스티지바이오파마,950210,박소연,Y,,49190,"21 Biopolis Road, #04-24/28 Nucleos South Building, Singapore 138567 -",www.prestigebiopharma.com,,070-4124-6152,0432331552,70113,20150713,06
1072,000,정상,00872850,비지스틸(주),"DAWIB HIGHTECH Co.,Ltd.",비지스틸,179440,이수남,E,1717110069201,5068157830,"전라남도 광양시 태인4길 50 (태인동, (주)다원하이텍)",dawonhitech.co.kr/,,0619126062,0619126100,24199,20060425,12
1073,000,정상,00369107,우리바이오(주),"WOOREE BIO CO., LTD",우리바이오,082850,박길수,K,1350110103198,1348155919,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",http://www.wooreebio.co.kr/,,031-494-8828,031-494-3883,28410,20000525,12
1074,000,정상,00428321,해태제과식품주식회사,"Haitai Confectionery and Foods Co., Ltd.",해태제과식품,101530,"신정훈, 이상진(각자대표)",Y,1615110044225,3128149680,충청남도 천안시 서북구 성거읍 천흥8길 67-26,www.ht.co.kr,,02-709-7766,02-793-7969,107,20010711,12
1075,000,정상,00815095,우리이앤엘(주),"WOOREE E&L CO.,Ltd.",우리이앤엘,153490,차기현,K,1314110212929,1348648994,경기도 안산시 단원구  성곡로 79,www.wooreeenl.co.kr,,031-599-3143,031-494-3174,2612,20080609,12
