년도,회사명,종합등급,환경,사회,지배구조,한국ESG연구소,서스틴베스트,Moody,MSCI,SP
2020,원림,C,D,B,C,-,-,-,-,-
2020,웰바이오텍,B,D,B,B,-,-,-,-,-
2020,윌비스,C,D,C,C,-,-,-,-,-
2020,유나이티드,B,B,B+,B,-,-,-,-,-
2020,유니드,B,B,B,B,-,-,-,-,-
2020,유니온,C,C,B,C,-,-,-,-,-
2020,유니온머티리얼,B,B,B,B,-,-,-,-,-
2020,유니켐,B,B,C,B,-,-,-,-,-
2020,유니퀘스트,B,D,C,B+,-,-,-,-,-
2020,유성기업,C,B,C,C,-,-,-,-,-
2020,유수홀딩스,B,C,B,B+,-,-,-,-,-
2020,유안타증권,B,D,B+,B,-,-,-,-,-
2020,유엔젤,C,B,C,C,-,-,-,-,-
2020,유유제약,B,B,C,B,-,-,-,-,-
2020,유진증권,B,C,B+,B,-,-,-,-,-
2020,유한양행,B+,B+,B+,B+,-,-,-,BBB,-
2020,유화증권,C,D,C,B,-,-,-,-,-
2020,율촌화학,B,C,B+,B+,-,-,-,-,-
2020,이건산업,B,C,B,B,-,-,-,-,-
2020,이구산업,B,B,C,B,-,-,-,-,-
2020,이노션,B+,D,A,A,-,-,-,-,-
2020,이마트,A,A,A+,A,-,-,-,B,-
2020,이수페타시스,B,B+,B+,C,-,-,-,-,-
2020,이수화학,C,B,B,C,-,-,-,-,-
2020,이스타코,C,D,C,B,-,-,-,-,-
2020,이아이디,D,D,C,C,-,-,-,-,-
2020,이엔플러스,B,B,C,B,-,-,-,-,-
2020,이연제약,C,D,B,B,-,-,-,-,-
2020,이월드,C,D,C,B,-,-,-,-,-
2020,이화산업,C,C,C,C,-,-,-,-,-
2020,인디에프,C,D,B,B,-,-,-,-,-
2020,인바이오젠,C,D,B,C,-,-,-,-,-
2020,인스코비,C,B,C,C,-,-,-,-,-
2020,인지컨트롤스,C,C,B,C,-,-,-,-,-
2020,인천도시가스,B,C,B,B+,-,-,-,-,-
2020,인터지스,B+,B,B,B+,-,-,-,-,-
2020,인팩,C,C,C,B,-,-,-,-,-
2020,일동제약,A,B+,A+,B+,-,-,-,-,-
2020,일동홀딩스,B+,B,A,B+,-,-,-,-,-
2020,일성건설,B,B,B,B,-,-,-,-,-
2020,일성신약,C,D,B,B,-,-,-,-,-
2020,일신방직,B,B,B,B,-,-,-,-,-
2020,일신석재,C,D,C,B,-,-,-,-,-
2020,일양약품,B,D,B,B+,-,-,-,-,-
2020,일정실업,C,C,C,C,-,-,-,-,-
2020,일진다이아,C,C,B,B,-,-,-,-,-
2020,일진디스플,B,B,B,B,-,-,-,-,-
2020,일진전기,C,C,B,C,-,-,-,-,-
2020,일진홀딩스,B,C,B,B,-,-,-,-,-
2020,잇츠한불,B,C,B,B,-,-,-,-,-
2020,자화전자,B,B,B+,B,-,-,-,-,-
2020,전방,C,C,B+,C,-,-,-,-,-
2020,제이에스코퍼레이션,C,D,C,B+,-,-,-,-,-
2020,제이준코스메틱,C,D,C,B,-,-,-,-,-
2020,제일기획,B+,D,A,B+,-,-,-,B,-
2020,제일약품,C,D,B,B,-,-,-,-,-
2020,제일연마,C,C,C,B,-,-,-,-,-
2020,제일파마홀딩스,B,D,B,B,-,-,-,-,-
2020,제주은행,B+,C,A,A,-,-,-,-,-
2020,제주항공,B,C,B+,B+,-,-,-,-,-
2020,조광페인트,C,C,B,B,-,-,-,-,-
2020,조광피혁,C,D,C,B,-,-,-,-,-
2020,조비,C,D,B,B,-,-,-,-,-
2020,조선선재,C,D,C,B+,-,-,-,-,-
2020,조일알미늄,B,B,C,B,-,-,-,-,-
2020,조흥,B,B,C,B,-,-,-,-,-
2020,종근당,B,C,B+,B+,-,-,-,-,-
2020,종근당바이오,C,B,C,C,-,-,-,-,-
2020,종근당홀딩스,C,C,B+,C,-,-,-,-,-
2020,주연테크,C,C,B,C,-,-,-,-,-
2020,지엠비코리아,C,C,B,C,-,-,-,-,-
2020,지역난방공사,A,B+,A+,B+,-,-,-,-,-
2020,진도,B,D,B,B,-,-,-,-,-
2020,진양산업,D,D,C,C,-,-,-,-,-
2020,진양폴리우레탄,C,D,C,B,-,-,-,-,-
2020,진양홀딩스,C,D,C,C,-,-,-,-,-
2020,진양화학,D,D,C,C,-,-,-,-,-
2020,진에어,B+,C,B+,A,-,-,-,-,-
2020,진원생명과학,C,D,C,B,-,-,-,-,-
2020,진흥기업,C,C,B,B,-,-,-,-,-
2020,참엔지니어링,B,B,B,B,-,-,-,-,-
2020,천일고속,B,C,B,B+,-,-,-,-,-
2020,청호ICT,C,B,C,C,-,-,-,-,-
2020,체시스,C,C,B,C,-,-,-,-,-
2020,카카오,B+,C,A+,A,-,-,-,BBB,-
2020,카프로,B+,B+,B,B+,-,-,-,-,-
2020,컨버즈,D,C,C,D,-,-,-,-,-
2020,케이비아이동국실업,C,B,B,C,-,-,-,-,-
2020,케이씨,B+,B,B,B+,-,-,-,-,-
2020,케이씨씨,B,B+,A,C,-,-,-,-,-
2020,케이씨텍,B,B,B,B,-,-,-,-,-
2020,케이씨티시,B,B,B,B,-,-,-,-,-
2020,케이티,A+,A,A,A+,-,-,-,-,-
2020,케이티스카이라이프,B+,C,B+,B+,-,-,-,-,-
2020,케이티앤지,A,B+,A+,A,-,-,-,A,-
2020,코리아써키트,C,B+,B,C,-,-,-,-,-
2020,코리안리,B,D,B,B+,-,-,-,-,-
2020,코스맥스,B+,B+,B+,B,-,-,-,-,-
2020,코스맥스비티아이,B,B,B,B,-,-,-,-,-
2020,코스모신소재,B+,B+,B,B+,-,-,-,-,-
2020,코스모화학,C,B,C,D,-,-,-,-,-
2020,코아스,B+,B,B,B+,-,-,-,-,-
2020,코오롱,B,C,B+,B,-,-,-,-,-
2020,코오롱글로벌,B,C,B,B+,-,-,-,-,-
2020,코오롱인더,B+,B+,B+,B+,-,-,-,-,-
2020,코오롱플라스틱,B+,B,B+,B+,-,-,-,-,-
2020,코웨이,A,A,A+,B+,-,-,-,BBB,-
2020,콘텐트리중앙,B,D,B,B,-,-,-,-,-
2020,콤텍시스템,C,D,B,C,-,-,-,-,-
2020,쿠쿠홀딩스,B,D,B,B+,-,-,-,-,-
2020,쿠쿠홈시스,C,D,C,C,-,-,-,-,-
2020,크라운제과,B,D,B+,B,-,-,-,-,-
2020,크라운해태홀딩스,B,D,B+,B,-,-,-,-,-
2020,키다리스튜디오,B,B,B,B,-,-,-,-,-
2020,키움증권,B,D,B+,B+,-,-,-,-,-
2020,태경비케이,C,C,B,B,-,-,-,-,-
2020,태경산업,B,B,B,B,-,-,-,-,-
2020,태경케미컬,D,D,C,C,-,-,-,-,-
2020,태광산업,C,B,B+,D,-,-,-,-,-
2020,태림포장,C,B,C,C,-,-,-,-,-
2020,태양금속공업,B,B+,B,B,-,-,-,-,-
2020,태영건설,B,B,B,B+,-,-,-,-,-
2020,태원물산,B,B,C,B,-,-,-,-,-
2020,태평양물산,C,D,B+,B,-,-,-,-,-
2020,테이팩스,B+,B+,B+,B,-,-,-,-,-
2020,텔코웨어,B,D,B,B,-,-,-,-,-
2020,토니모리,C,D,C,B+,-,-,-,-,-
2020,티비에이치글로벌,B,C,B,B+,-,-,-,-,-
2020,티에이치엔,B,B,B,B,-,-,-,-,-
2020,티웨이항공,B,C,B,B,-,-,-,-,-
2020,티웨이홀딩스,C,D,B,C,-,-,-,-,-
2020,티케이지휴켐스,C,B,B+,C,-,-,-,-,-
2020,파미셀,B,B,C,B,-,-,-,-,-
2020,팜스코,B,D,B+,B+,-,-,-,-,-
2020,팜젠사이언스,C,D,B,C,-,-,-,-,-
2020,팬오션,B+,B,B,A,-,-,-,B,-
2020,퍼스텍,C,B,B,C,-,-,-,-,-
2020,퍼시스,B,B,B,B,-,-,-,-,-
2020,페이퍼코리아,C,C,B,C,-,-,-,-,-
2020,평화산업,B,B,B,B,-,-,-,-,-
2020,평화홀딩스,B,C,B,B+,-,-,-,-,-
2020,포스코스틸리온,A,B+,A+,B+,-,-,-,-,-
2020,포스코인터내셔널,A+,A,A+,A+,-,-,-,-,-
2020,포스코퓨처엠,A,A,A+,B+,-,-,-,B,-
2020,풀무원,A+,A,A+,A+,-,-,-,-,-
2020,풍산,B+,B+,A,B+,-,-,-,-,-
2020,풍산홀딩스,B,B,B+,B,-,-,-,-,-
2020,플레이그램,C,D,C,C,-,-,-,-,-
2020,하나금융지주,A,A,A,A,-,-,-,BBB,-
2020,하나제약,B,D,B,B+,-,-,-,-,-
2020,하나투어,B,D,B,B,-,-,-,-,-
2020,하이스틸,B,B,C,B,-,-,-,-,-
2020,하이트론씨스템즈,B,D,B,B+,-,-,-,-,-
2020,하이트진로,B,B,B,B,-,-,-,-,-
2020,하이트진로홀딩스,B,C,B,B,-,-,-,-,-
2020,한국가스공사,A,B+,A+,B+,-,-,-,BB,-
2020,한국공항,C,D,B,B,-,-,-,-,-
2020,한국금융지주,B,D,B+,B+,-,-,-,CCC,-
2020,한국내화,C,C,B,D,-,-,-,-,-
2020,한국단자공업,C,C,B,B,-,-,-,-,-
2020,한국무브넥스,C,B,B+,C,-,-,-,-,-
2020,한국석유공업,C,C,C,B,-,-,-,-,-
2020,한국수출포장공업,B,B,C,B,-,-,-,-,-
2020,한국쉘석유,B,C,B+,B,-,-,-,-,-
2020,한국앤컴퍼니,B,B+,B+,B,-,-,-,-,-
2020,한국자산신탁,C,D,B,C,-,-,-,-,-
2020,한국전력공사,A,B+,A,A,-,-,-,BB,-
2020,한국전자홀딩스,C,C,B,C,-,-,-,-,-
2020,한국제지,B,B+,B,B,-,-,-,-,-
2020,한국종합기술,B,B,C,B,-,-,-,-,-
2020,한국주강,C,D,C,C,-,-,-,-,-
2020,한국주철관공업,C,C,C,B,-,-,-,-,-
2020,한국철강,C,B+,B,C,-,-,-,-,-
2020,한국카본,B+,B,B,B+,-,-,-,-,-
2020,한국콜마,B+,B,B+,B+,-,-,-,-,-
2020,한국콜마홀딩스,B,B,B,B,-,-,-,-,-
2020,한국타이어앤테크놀로지,B+,A,A,B,-,-,-,BBB,-
2020,한국토지신탁,C,D,B,C,-,-,-,-,-
2020,한국특강,B,B,B,B,-,-,-,-,-
2020,한국항공우주,A,A,A+,B+,-,-,-,BB,-
2020,한국화장품,B,D,B+,B,-,-,-,-,-
2020,한국화장품제조,C,D,B,B,-,-,-,-,-
2020,한농화성,C,C,C,B,-,-,-,-,-
2020,한독,B+,B+,B+,B,-,-,-,-,-
2020,한미글로벌,B+,B,B+,B+,-,-,-,-,-
2020,한미반도체,C,D,C,B,-,-,-,-,-
2020,한미사이언스,B,B,B,B,-,-,-,-,-
2020,한미약품,A,B+,A+,B+,-,-,-,BB,-
2020,한샘,B+,B+,A+,B,-,-,-,-,-
2020,한섬,A,B+,A,A,-,-,-,-,-
2020,한성기업,C,D,B,C,-,-,-,-,-
2020,한세실업,B,C,B,B+,-,-,-,-,-
2020,한세엠케이,C,C,C,B,-,-,-,-,-
2020,한세예스24홀딩스,B,C,B,B,-,-,-,-,-
2020,한솔로지스틱스,B+,B,B+,A,-,-,-,-,-
2020,한솔제지,A,A,A,A,-,-,-,-,-
2020,한솔케미칼,B+,B,B+,B+,-,-,-,-,-
2020,한솔테크닉스,B+,B+,B+,A,-,-,-,-,-
2020,한솔피엔에스,A,B+,B+,A,-,-,-,-,-
2020,한솔홀딩스,A,B+,A,A,-,-,-,-,-
2020,한솔홈데코,B+,B,B+,A,-,-,-,-,-
2020,한신공영,C,C,B,B,-,-,-,-,-
2020,한신기계공업,C,B,C,C,-,-,-,-,-
2020,한양증권,C,D,B+,C,-,-,-,-,-
2020,한온시스템,B,B,B,B+,-,-,-,BBB,-
2020,한올바이오파마,B,D,B+,B,-,-,-,-,-
2020,한익스프레스,C,B,C,D,-,-,-,-,-
2020,한일시멘트,B,C,B+,B,-,-,-,-,-
2020,한일철강,D,D,D,C,-,-,-,-,-
2020,한일현대시멘트,B+,B,B+,B+,-,-,-,-,-
2020,한일홀딩스,B,D,B+,B+,-,-,-,-,-
2020,한전KPS,B+,B+,A,B+,-,-,-,-,-
2020,한전기술,B+,B+,A,B+,-,-,-,-,-
2020,한전산업,B+,B,B+,B+,-,-,-,-,-
2020,한진,B,B,C,B+,-,-,-,-,-
2020,한진중공업홀딩스,B,D,C,B+,-,-,-,-,-
2020,한진칼,B+,B,B,A,-,-,-,-,-
2020,한창,C,D,B,C,-,-,-,-,-
2020,한창제지,B,B,C,B,-,-,-,-,-
2020,한화,A,B+,A,A,-,-,-,BBB,-
2020,한화생명,A,A,A+,B+,-,-,-,-,-
2020,한화손해보험,B+,B,A,B,-,-,-,-,-
2020,한화솔루션,B+,A,A,B,-,-,-,BBB,-
2020,한화에어로스페이스,A,A,A,A,-,-,-,-,-
2020,한화오션,B+,B+,B,A,-,-,-,CCC,-
2020,한화투자증권,B+,B,A,B+,-,-,-,-,-
2020,해성디에스,A,A,A,A,-,-,-,-,-
2020,해태제과식품,B,D,B+,B,-,-,-,-,-
2020,핸즈코퍼레이션,B,B,B,B+,-,-,-,-,-
2020,현대건설,A,A+,A,A,-,-,-,B,-
2020,현대글로비스,A,A,A+,A,-,-,-,BB,-
2020,현대로템,B+,B,A,B+,-,-,-,-,-
2020,현대리바트,A,B,A,A,-,-,-,-,-
2020,현대모비스,A,B+,A+,A,-,-,-,B,-
2020,현대미포조선,A,A,A+,A,-,-,-,-,-
2020,현대백화점,A,B+,A,A,-,-,-,-,-
2020,현대비앤지스틸,B+,B+,A,B+,-,-,-,-,-
2020,현대약품,B,B,B+,B,-,-,-,-,-
2020,현대엘리베이터,A,B+,A,A,-,-,-,-,-
2020,현대위아,A,A,A+,A,-,-,-,-,-
2020,현대자동차,A,A,A+,A,-,-,-,B,-
2020,현대제철,B+,B+,B,B+,-,-,-,CCC,-
2020,현대지에프홀딩스,A,B+,A,A,-,-,-,-,-
2020,현대차증권,A,B,A+,A,-,-,-,-,-
2020,현대코퍼레이션,B,D,B,B,-,-,-,-,-
2020,현대코퍼레이션홀딩스,C,D,C,B,-,-,-,-,-
2020,현대퓨처넷,B+,C,A,A,-,-,-,-,-
2020,현대해상,A,B+,A,A,-,-,-,A,-
2020,현대홈쇼핑,A,A,A,A,-,-,-,-,-
2020,형지엘리트,C,D,B,C,-,-,-,-,-
2020,혜인,C,B,C,C,-,-,-,-,-
2020,호전실업,C,D,C,B+,-,-,-,-,-
2020,호텔신라,A,A,A,A,-,-,-,BB,-
2020,화성산업,B,C,B,B+,-,-,-,-,-
2020,화승엔터프라이즈,B+,B+,B,A,-,-,-,-,-
2020,화승인더스트리,B,B,B,B+,-,-,-,-,-
2020,화승코퍼레이션,B+,B+,B,B+,-,-,-,-,-
2020,화신,C,D,B+,B,-,-,-,-,-
2020,화인베스틸,B,B,C,B,-,-,-,-,-
2020,화천기계,C,B,B,C,-,-,-,-,-
2020,화천기공,C,D,C,B,-,-,-,-,-
2020,환인제약,B,D,B+,B+,-,-,-,-,-
2020,황금에스티,D,D,C,C,-,-,-,-,-
2020,효성,B+,A,A+,B,-,-,-,-,-
2020,효성 ITX,B+,C,B+,B+,-,-,-,-,-
2020,효성중공업,A,A,A+,A,-,-,-,-,-
2020,효성첨단소재,A+,A+,A+,A,-,-,-,-,-
2020,효성티앤씨,A+,A+,A+,A,-,-,-,-,-
2021,AJ네트웍스,B,D,B,B,-,-,-,-,-
2021,AK홀딩스,B+,B,B+,B+,-,-,-,-,1
2021,BGF,A,A,A+,A,-,-,-,-,13
2021,BGF리테일,A,A,A+,A,S,-,-,BBB,11
2021,BNK금융지주,A+,A,A+,A+,A,-,-,-,38
2021,BYC,B,D,B,B+,-,-,-,-,-
2021,CJ,A,B+,A+,A,A,-,-,BBB,16
2021,CJ CGV,A,B,A,A,B+,-,-,-,12
2021,CJ대한통운,A,A,A+,A,A,-,-,BBB,62
2021,CJ씨푸드,B,C,B+,B+,-,-,-,-,-
2021,AJ네트웍스,B,D,B,B,-,-,-,-,-
2021,AK홀딩스,B+,B,B+,B+,-,-,-,-,1
2021,BGF,A,A,A+,A,-,-,-,-,13
2021,BGF리테일,A,A,A+,A,S,-,-,BBB,11
2021,BNK금융지주,A+,A,A+,A+,A,-,-,-,38
2021,BYC,B,D,B,B+,-,-,-,-,-
2021,CJ,A,B+,A+,A,A,-,-,BBB,16
2021,CJ CGV,A,B,A,A,B+,-,-,-,12
2021,CJ대한통운,A,A,A+,A,A,-,-,BBB,62
2021,CJ씨푸드,B,C,B+,B+,-,-,-,-,-
2021,CJ제일제당,A,A,A+,A,S,-,-,A,78
2021,CS홀딩스,B,D,C,B+,-,-,-,-,-
2021,DB,B,D,B+,B+,-,-,-,-,-
2021,DB금융투자,B,D,B+,B,-,-,-,-,-
2021,DB손해보험,A,A,A+,B+,A,-,-,BBB,57
2021,DB하이텍,A,A,A,A,A,-,-,-,17
2021,DGB금융지주,A+,A,A+,A+,-,-,-,-,67
2021,DL,A,A+,A+,B+,B+,-,-,-,24
2021,DL건설,B+,B+,A,B+,-,-,-,-,-
2021,DL이앤씨,-,-,-,-,B+,-,-,-,29
2021,DN오토모티브,B,B,C,B+,-,-,-,-,-
2021,DRB동일,B+,B,B+,B+,-,-,-,-,-
2021,DSR,B,B,B,B,-,-,-,-,-
2021,DSR제강,C,C,C,B+,-,-,-,-,-
2021,E1,B+,B+,A,B+,-,-,-,-,-
2021,F&F,-,-,-,-,-,-,-,-,3
2021,F&F 홀딩스,B+,B+,A,B+,-,-,-,CCC,4
2021,GKL,B+,B+,B+,B+,A+,-,-,-,4
2021,GS,A,A,A,A,B,-,-,BBB,4
2021,GS건설,A,A,A+,A,B+,-,-,BBB,66
2021,GS글로벌,B+,B,B+,A,-,-,-,-,-
2021,GS리테일,A,A,A,A,A,-,-,-,4
2021,HDC,B+,B,B+,A,-,-,-,-,2
2021,HDC랩스,B,C,B,B+,-,-,-,-,-
2021,HDC현대EP,B+,B,B+,B+,-,-,-,-,-
2021,HDC현대산업개발,B,B,C,B+,B,-,-,-,4
2021,HD한국조선해양,A,A,B+,A,A,-,-,B,20
2021,HD현대,A,A,A+,A,A,-,-,BB,13
2021,HD현대건설기계,A,B+,A+,A,-,-,-,-,26
2021,HD현대에너지솔루션,A,A,A+,B+,-,-,-,-,-
2021,HD현대인프라코어,A,A,A+,A,A+,-,-,-,52
2021,HD현대일렉트릭,A,A,A+,A,-,-,-,-,23
2021,HD현대중공업,-,-,-,-,B,-,-,-,-
2021,HJ중공업,B,C,B,B+,-,-,-,-,-
2021,HL D&I,B+,B+,B+,B+,-,-,-,-,-
2021,HLB글로벌,C,D,C,B,-,-,-,-,-
2021,HL만도,A,B+,A+,A,A+,-,-,-,37
2021,HL홀딩스,A,B,A+,A,-,-,-,-,18
2021,HMM,A,A,A+,A,A,-,-,BB,29
2021,HSD엔진,A,B+,A,A,-,-,-,-,-
2021,HS애드,B,D,B,B,-,-,-,-,-
2021,JB금융지주,A+,A,A+,A+,-,-,-,-,55
2021,JW생명과학,B,B,B+,B,-,-,-,-,9
2021,JW중외제약,B,C,B+,B+,-,-,-,-,8
2021,JW홀딩스,B,D,B+,B+,-,-,-,-,8
2021,KB금융,A+,A+,A+,A+,A,-,-,AA,89
2021,KC그린홀딩스,B,D,C,B+,-,-,-,-,-
2021,KC코트렐,C,D,C,B+,-,-,-,-,-
2021,KEC,B,B,B+,B,-,-,-,-,-
2021,KG스틸,B,B+,B,B,A,-,-,-,-
2021,KG케미칼,C,C,C,B,-,-,-,-,2
2021,KH 필룩스,C,C,B,C,-,-,-,-,-
2021,KIB플러그에너지,C,D,C,B,-,-,-,-,-
2021,KISCO홀딩스,B,B,B,B,-,-,-,-,-
2021,KPX케미칼,C,B,C,C,-,-,-,-,-
2021,KPX홀딩스,B,B,C,B+,-,-,-,-,-
2021,KR모터스,C,D,C,B,-,-,-,-,-
2021,KSS해운,A,B+,A+,A,-,-,-,-,-
2021,KTcs,A,B+,A,A,-,-,-,-,-
2021,KTis,A,B+,A+,A,-,-,-,-,-
2021,LF,B,D,B,B+,-,-,-,-,4
2021,LG,A,A,A+,A,B+,-,-,BBB,18
2021,LG디스플레이,B+,B,A,B+,A+,-,-,AA,59
2021,LG생활건강,A,A,A+,A,A,-,-,A,80
2021,LG에너지솔루션,-,-,-,-,-,-,-,-,26
2021,LG유플러스,A,A,A+,A,B+,-,-,BB,30
2021,LG이노텍,A,A,A+,A,A,-,-,BBB,72
2021,LG전자,A,A,A+,A,A+,-,-,A,75
2021,LG헬로비전,B+,C,A,A,-,-,-,-,3
2021,LG화학,B+,B+,A,B+,B+,-,-,BBB,62
2021,LIG넥스원,A,A,A+,A,S,-,-,-,5
2021,LS,A,B+,A+,B+,B+,-,-,-,1
2021,LS네트웍스,C,D,C,B,-,-,-,-,-
2021,LS전선아시아,B,D,C,B+,-,-,-,-,-
2021,LX세미콘,B+,B,B+,B+,-,-,-,-,7
2021,LX인터내셔널,A,A,A+,A,B+,-,-,-,19
2021,LX하우시스,A,A,A+,A,-,-,-,-,62
2021,MH에탄올,B,B,D,B+,-,-,-,-,-
2021,NAVER,A+,A,A,A+,A,-,-,AAA,24
2021,NH투자증권,A,A,A+,A,B+,-,-,BB,22
2021,NICE,B+,B,A,B+,-,-,-,-,9
2021,NICE평가정보,B+,B,A,B,-,-,-,-,6
2021,NI스틸,C,D,C,B,-,-,-,-,-
2021,OCI홀딩스,A,B+,A+,A,A+,-,-,-,57
2021,PI첨단소재,B+,B+,B,B+,A,-,-,-,5
2021,POSCO홀딩스,A,A,B+,A+,A,-,-,BBB,76
2021,S-Oil,A,B+,A+,A+,A+,-,-,BB,89
2021,SBS,B,D,B+,B+,-,-,-,-,-
2021,SGC에너지,B+,B+,A,B+,-,-,-,-,-
2021,SG글로벌,C,C,C,C,-,-,-,-,-
2021,SG세계물산,C,D,B,C,-,-,-,-,-
2021,SHD,C,D,C,B,-,-,-,-,-
2021,SH에너지화학,B,B,D,B+,-,-,-,-,-
2021,SIMPAC,B,B,B,B,-,-,-,-,-
2021,SK,A+,A+,A+,A+,A+,-,-,AA,76
2021,SKC,A,A,A+,B+,A+,-,-,BB,25
2021,SK가스,A,A,A+,A,-,-,-,-,30
2021,SK네트웍스,A,B+,A+,A,A,-,-,-,42
2021,SK디스커버리,A,A,A+,A,A+,-,-,-,34
2021,SK디앤디,A,A,A+,A,-,-,-,-,1
2021,SK렌터카,A,B+,A+,B+,-,-,-,-,28
2021,SK바이오사이언스,-,-,-,-,B+,-,-,B,25
2021,SK아이이테크놀로지,-,-,-,-,-,-,-,BB,24
2021,SK이노베이션,A+,A,A+,A+,B+,-,-,A,77
2021,SK증권,B+,C,A,B+,-,-,-,-,7
2021,SK케미칼,A,A,A+,A,A+,-,-,BBB,58
2021,SK텔레콤,A,A,A+,A,A+,-,-,A,88
2021,SK하이닉스,A,B+,A+,A,A+,-,-,A,79
2021,SNT다이내믹스,B,B,C,B,-,-,-,-,2
2021,SNT모티브,B,C,B,B+,B+,-,-,-,11
2021,SNT에너지,B,B,B,B,-,-,-,-,-
2021,SNT홀딩스,B+,B,B,B+,-,-,-,-,-
2021,SPC삼립,B+,B,A,B+,-,-,-,-,2
2021,STX,B,D,B,B+,-,-,-,-,-
2021,STX엔진,B+,B,B,B+,-,-,-,-,-
2021,STX중공업,B,C,B,B+,-,-,-,-,-
2021,SUN&L,B+,B,B,B+,-,-,-,-,-
2021,TCC스틸,B,B,C,B,-,-,-,-,-
2021,TYM,A,B+,A+,B+,-,-,-,-,-
2021,WISCOM,C,C,C,B+,-,-,-,-,-
2021,YG PLUS,C,D,C,B,-,-,-,-,-
2021,가온전선,B+,B,B+,B+,-,-,-,-,-
2021,강남제비스코,B,B,B,B+,-,-,-,-,-
2021,강원랜드,A,B+,A,A,A,-,-,BB,52
2021,갤럭시아에스엠,C,D,D,B,-,-,-,-,-
2021,경농,B,B,B,B,-,-,-,-,-
2021,경동나비엔,B+,B+,B+,B+,-,-,-,-,4
2021,경동도시가스,A,B+,A,A,-,-,-,-,-
2021,경동인베스트,B+,B+,A,B+,-,-,-,-,-
2021,경방,C,C,C,B+,-,-,-,-,-
2021,경보제약,B+,B+,A,B+,-,-,-,-,11
2021,경인양행,C,C,B,B,-,-,-,-,3
2021,경인전자,C,D,C,B,-,-,-,-,-
2021,계룡건설산업,C,D,D,B+,-,-,-,-,4
2021,계양전기,B,B,B+,B,-,-,-,-,-
2021,고려산업,C,C,D,B,-,-,-,-,-
2021,고려아연,B,B+,C,B+,A,-,-,B,7
2021,고려제강,B+,B+,B,B+,-,-,-,-,-
2021,광동제약,B,C,B+,B+,-,-,-,-,10
2021,광명전기,C,C,D,B,-,-,-,-,-
2021,광전자,B,C,B,B+,-,-,-,-,-
2021,광주신세계,A,B+,A,A,-,-,-,-,-
2021,교보증권,B,D,B+,B,-,-,-,-,-
2021,국도화학,B,B,C,B+,-,-,-,-,5
2021,국동,B,D,B,B+,-,-,-,-,-
2021,국보,D,D,D,C,-,-,-,-,-
2021,국제약품,B,D,B,B+,-,-,-,-,-
2021,그린케미칼,B,B,C,B,-,-,-,-,-
2021,극동유화,B,B,C,B,-,-,-,-,-
2021,금강공업,C,C,C,B+,-,-,-,-,-
2021,금비,C,C,C,B,-,-,-,-,-
2021,금양,C,D,C,B+,-,-,-,-,-
2021,금호건설,C,C,D,C,-,-,-,-,8
2021,금호석유화학,B+,B,A,A,A,-,-,B,23
2021,금호에이치티,C,C,C,B,-,-,-,-,-
2021,금호전기,B,C,B,B+,-,-,-,-,-
2021,금호타이어,B+,B+,A,B+,B+,-,-,-,19
2021,기신정기,C,D,C,B,-,-,-,-,-
2021,기아,A+,A+,A+,A,A+,-,-,B,63
2021,기업은행,A,A,A+,A,B+,-,-,B,31
2021,까뮤이앤씨,C,D,C,B+,-,-,-,-,-
2021,깨끗한나라,B,B+,B,B,-,-,-,-,-
2021,남광토건,C,D,C,B,-,-,-,-,-
2021,남선알미늄,C,C,B,B,-,-,-,-,4
2021,남성,C,D,C,B,-,-,-,-,-
2021,남양유업,B+,B+,B+,B+,-,-,-,-,-
2021,남해화학,B,C,B,B+,-,-,-,-,2
2021,넥센,B+,B+,A,B,-,-,-,-,-
2021,넥센타이어,B+,B+,A,B+,A+,-,-,-,31
2021,넷마블,B+,D,B+,A,B+,-,-,BBB,4
2021,노루페인트,A,A,A+,B+,-,-,-,-,-
2021,노루홀딩스,A,A,A+,B+,-,-,-,-,-
2021,녹십자,B+,B+,B+,B+,B+,-,-,CCC,7
2021,녹십자홀딩스,B+,B+,B+,B+,B+,-,-,-,5
2021,농심,B+,B,A,B,A,-,-,-,4
2021,농심홀딩스,B+,B,A,B+,-,-,-,-,-
2021,다스코,B,B,C,B+,-,-,-,-,-
2021,다올투자증권,B+,C,A,B+,-,-,-,-,6
2021,다우기술,B+,B,A,B+,-,-,-,-,4
2021,다이나믹디자인,C,C,C,C,-,-,-,-,-
2021,대교,B+,D,B+,A,-,-,-,-,-
2021,대구백화점,B,D,B+,B+,-,-,-,-,-
2021,대덕,A,B+,A,A,-,-,-,-,6
2021,대동,B+,B,B,B+,-,-,-,-,-
2021,대동전자,C,C,C,B+,-,-,-,-,-
2021,대림비앤코,C,C,C,B+,-,-,-,-,-
2021,대림통상,C,C,C,C,-,-,-,-,-
2021,대상,A,A,A+,B+,B+,-,-,-,29
2021,대상홀딩스,A,A,A+,B+,-,-,-,-,-
2021,대성산업,C,C,C,B+,-,-,-,-,-
2021,대성에너지,B,B,B,B,-,-,-,-,-
2021,대성홀딩스,B,C,B+,B,-,-,-,-,-
2021,대신증권,A,B,A+,A,-,-,-,-,19
2021,대양금속,C,C,C,B,-,-,-,-,-
2021,대영포장,C,C,C,C,-,-,-,-,-
2021,대우건설,A,B+,A,A,B+,-,-,-,33
